course_id,Course_Title,Course_URL,Platform,Language,Description,Skill,Level,Price_Model,monthly_price,Programming Instructor,Last Update,offering_type,Duration_Hours,Review_Count,Avg_Rating,enrolled_students,Best_Category
cd12097,AWS Cloud Fundamentals,https://www.udacity.com/course/cloud-fundamentals--cd12097,Udacity,en-us,"Gain hands-on experience in key AWS services like EC2, S3, RDS, and IAM. By the end of the course, you'll deploy your first website on AWS.","Cloud autoscaling, Amazon rds, Cloud load balancing, Amazon elastic compute cloud, Identity and access management fundamentals, Vpc, Amazon simple notification service, Amazon vpc, AWS IAM, Amazon web services basics, AWS cli, AWS elastic beanstalk, Iam policies, Cloud computing fluency, AWS cloudformation, AWS lambda, Amazon DynamoDB, Computer networking basics, Cloud deployment models, Amazon s3, Iam users",Intermediate,Subscription,12700,Kesha Williams,2025-12-03 12:28:52.541000+00:00,single course,14 hours,335,4.8,10734,Cloud Computing
nd038,Data Architect,https://www.udacity.com/course/data-architect-nanodegree--nd038,Udacity,en-us,"Develop the expertise to architect modern data ecosystems. Learn advanced database design, data modeling, cloud integration, and governance to deliver secure, efficient, and scalable enterprise data solutions.","Data architecture fluency, Master data management, Big data fluency, Data quality assessment, Metadata management, Data ingestion, Erds, Data governance fluency, Distributed data processing, Star schemas, Data definition language, Data manipulation language, Data lake management, Database fundamentals, Database scalability, Data storage, SQL CRUD commands, Crow's foot notation, Data governance business context, Hdfs, Data format fundamentals, NoSQL, Database frameworks, ELT, SQL queries, Database normalization, Data cleaning, Database schemas, Data dictionaries, Physical erds, Logical erds, 3rd normal form, Database performance, Metadata management systems, Data profiling, Data lake design patterns, NoSQL data models, Data lakes, Snowflake schemas, Database flexibility, Conceptual erds, PostgreSQL, Acid properties, Distributed data storage, Amazon DynamoDB, Cap theorem, Big data business context, Data definition, Online transactional processing models, Operational data store models, Online analytical processing models, ETL, Crud model, Enterprise data models, Hadoop, Data staging, Lucidchart",Advanced,Subscription,12700,"Nicholas DeGiacomo, Shrinath Parikh, Rostislav Rabotnik, Vijaya Nelavelli, Shankar Korrapolu, Ben Larson",2026-03-12 12:59:23.599000+00:00,Nanodegree,73 hours,94,4.5,3382,Database
nd787,Flying Car and Autonomous Flight Engineer,https://www.udacity.com/course/flying-car-nanodegree--nd787,Udacity,en-us,"Take flight in the world of autonomy as you design and program cutting-edge aerial systems. Learn drone robotics, advanced controls, and write real software for real aircraft.","3d robot motion control, Quadrotor dynamics, Basic probability, Pid controller, Extended kalman filters, Object state estimation, Graph theory, Automated path planning, 2d robot motion control, Quadrotor hardware components, Kalman filters, Control systems, Euler angles, Unscented kalman filters, Sensor calibration, 1d robot motion control, Statistical sampling, Accelerometers, Dead reckoning, Feature tracking, Particle filters, Optical flow in computer vision, Sensors, Gps, Sensor fusion, Mathematical optimization, Quadrotor control systems, Least squares, Drone flight control, Gyroscopes, Robot representation, Graph algorithms, Robot motion planning, Rotation matrices, Search algorithms, Barometers, Magnetometers, Imus, Object state estimation without gps, Jacobians, Bayes' filter for localization, Monte carlo methods, Bayes' theorem, A* Search Algorithm, Jupyter notebooks, 2d search space representation, Ray tracing, 3d search space representation, Quaternions, Bresenham's line algorithm, Random sampling, Automated planning heuristics, Event-driven programming, Px4 autopilot, Qgroundcontrol",Advanced,Subscription,12700,"Sebastian Thrun, Andy Brown, Jake Lussier, Raffaello D'Andrea, Angela Schoellig, Nicholas Roy, Sergei Lupashin",2025-10-07 14:13:21.067000+00:00,Nanodegree,86 hours,127,4.7,4710,Artificial Intelligence
nd0013,Self Driving Car Engineer,https://www.udacity.com/course/self-driving-car-engineer-nanodegree--nd0013,Udacity,en-us,"This Nanodegree prepares you to design, build, and optimize self-driving car systems by mastering computer vision, sensor fusion, localization, and control through hands-on projects using C++, Python, and deep learning.","Robot behavior planning, Object motion models, Robot motion planning, Eigen library, A* Search Algorithm, Robot trajectory generation, C++ syntax, Logistic regression, Model performance metrics, Camera calibration, Image transformations, Bayes' filter for localization, 1d object localization, Gradient descent, Bayes' theorem, Point clouds, Computer vision fluency, Feedforward neural networks, Waymo open dataset, Model evaluation, Automated path planning, Collision detection, 2d object localization, TensorFlow, Image classification, Backpropagation, Control algorithms, Object state estimation, Object perturbations, Iterative closest point, Law of total probability, Normal distributions transform, Lidar sensors, Point cloud library, Convolutional neural networks, AI business context, Tensorflow object detection API, Mpc controller, Vehicle action, Lidar, Linear regression, Tensors, Machine learning pipeline fundamentals, Cameras, Radar, Pid controller, Velocity profile generation, C++ control flow, Lidar visualization, Git, C++ classes, Lidar simulator, C++ functions, C++ standard library, Exploratory data analysis, Pillow, Object detection, Color models, Keras, Yolo algorithm, Deep learning, Overfitting prevention, Color spaces, Data augmentation, Computer vision image enhancement, Computer vision image filtering, Sensors, Bird's eye view maps, Sae j3016 levels of driving automation standard, Object tracking performance metrics, Waymo lidar specifications, Camera measurement models, Extended kalman filters, Lidar technical specifications, Object track score, Jacobians, Region-based convolutional neural networks, Computer vision benchmarks, Object tracking, Object track state, Root-mean-square error, Multi-target object tracking, Sensor visibility reasoning, Coordinate transformation, Range imaging, Lidar measurement models, Kalman filters, Feature extraction, Autonomous vehicle sensor selection",Advanced,Subscription,12700,"David Silver, Thomas Hossler, Antje Muntzinger, Andreas Haja, Aaron Brown, Munir Jojo Verge, Mathilde Badoual",2026-01-14 09:31:51.573000+00:00,Nanodegree,78 hours,45,4.2,1337,Machine Learning
nd320,AI for Healthcare,https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320,Udacity,en-us,"The AI for Healthcare program offers two courses that apply AI to 2D and 3D medical imaging data. The first course covers fundamental skills needed to work with 2D imaging data, such as extracting images from DICOM files, building AI models, and obtaining regulatory approval. The course project involves training a CNN to classify chest X-rays for the presence of pneumonia and writing an FDA validation plan. The second course covers 3D imaging data, including clinical fundamentals, imaging modalities, and common analysis tasks. It also explores how AI can be integrated into the clinical workflow. Both courses are designed to teach students how to derive clinically relevant insights from medical imaging data using AI.","Feature engineering, Medical and healthcare regulations and standards, Medical imaging basics, Fda medical device framework, Signal-to-noise ratio, Electrocardiographs, Medical code sets, Clinical basics, Dicom, Pydicom, AI for 2d medical imaging, Basic heart physiology, Pan-tompkins algorithm, Machine learning pipeline creation, Exploratory data analysis, Classification models, Time and space domain dsp techniques, Sensors, matplotlib, Digital sampling, Signal visualization, Overfitting prevention, Frequency domain dsp techniques, Shapley value, TensorFlow, Healthcare privacy regulations, ETL, Model uncertainty estimation, Model bias analysis, Data splitting, Model performance metrics, Tensorflow dataset API, Aequitas, Tensorflow probability library, Clinical environment modeling, Multiplanar reconstruction, Image segmentation, Convolutional kernels, Nibabel, Microdicom, Digital signal windowing, U-net, Image classification, Data pre-processing for ML, 3d slicer, Data preparation, PyTorch, AI for 3d medical imaging, NIFTI, 3d reconstruction, Medical imaging data formats, Hyperparameter tuning, Data augmentation, Image pre-processing, Data pre-processing, Convolutional neural networks, Dataset annotation, Transfer learning, Keras, Machine learning system architectures",Advanced,Subscription,12700,"Michael DAndrea, Ivan Tarapov, Mazen Zawaideh, Nikhil Bikhchandani, Emily Lindemer",2025-06-28 10:53:31.451000+00:00,Nanodegree,91 hours,136,4.6,3236,Machine Learning
nd881,AI Trading Strategies,https://www.udacity.com/course/ai-trading-strategies--nd881,Udacity,en-us,"Start mastering AI-powered trading with this Nanodegree. Learn to build, backtest, and optimize sophisticated AI-driven trading models, gaining practical skills to succeed in dynamic financial markets.","Automated plan optimization, Backtesting, Feature engineering, Financial analysis with AI, Quant workflow, Unsupervised machine learning, Model drift, Hyperparameter tuning, Data pre-processing, Deep reinforcement learning, Finance metrics, Data cleaning, Exploratory data analysis, Trading signals, Reinforcement learning fundamentals, Basic supervised machine learning, Basic unsupervised learning",Advanced,Subscription,12700,"Metin Akyol, PhD, Lara Kattan, Alexandre Landi, Xiaolei Xie, Lizzie Hnatiuk, Farid Taba",2026-03-26 14:46:00.781000+00:00,Nanodegree,96 hours,8,4.4,343,Artificial Intelligence
cd13230,Generative AI for Business Leaders,https://www.udacity.com/course/generative-AI-for-business-leaders--cd13230,Udacity,en-us,"Bridge the gap between technology and business strategy. Explore how to evaluate generative AI’s potential, mitigate risks, and implement scalable, real-world solutions that drive sustainable growth.","Product management basics, Model performance metrics, GenAI Use Cases, Building AI Teams, AI business context, Machine learning system architectures, GenAI Models, Generative AI Fluency, Product roadmaps, GenAI Strategy",Intermediate,Subscription,12700,"Ed Wiley, Brad Nemer",2026-03-31 13:19:07.131000+00:00,single course,11 hours,48,4.8,2294,Artificial Intelligence
nd0067,Full Stack JavaScript Developer,https://www.udacity.com/course/full-stack-javascript-developer-nanodegree--nd0067,Udacity,en-us,"Gain full stack confidence with this JavaScript Nanodegree. Learn to create secure APIs, connect databases, manage front-end frameworks, and launch apps using industry-standard tools like AWS and CI/CD.","API development, AWS elastic beanstalk, Angular cli, Scripting, NodeJS, Amazon s3, Angular components, Database schemas, Hashing, Database fundamentals, API testing, Express web framework, Deployment automation, Angularjs, JavaScript package management, Application dependency management, Web forms, User input handling, Jasmine, PostgreSQL, API requests, Jwts, SQL queries, REST APIs, Asynchronous JavaScript, File i/o, Circleci, Angular templates, Angular directives, Angular router, Data binding, Data definition, Crud model, Node-postgres, Cors, Eslint, Typescript syntax, Test-driven development, Amazon rds, Devops documentation, Automation testing, Continuous integration, Test environments, Data security fundamentals, Object-document mapping, SQL joins, Nodejs environment variables, Relational database migration, Prettier, Typescript typing, AWS cli, Continuous deployment, CI/CD, Inversion of control, HTML, Dependency injection, Application authorization, Coding best practices, Salt, Pepper, Application authentication, Application security best practices, Typescript setup, JavaScript event loop, Typescript promises, Typescript async/await, Typescript exception handling, Unit testing",Intermediate,Subscription,12700,"Andrew Wong, Rachel Manning, Guillaume Bibeau, Alyssa Hope",2025-10-16 20:48:17.719000+00:00,Nanodegree,70 hours,86,4.7,4001,Web Development
cd13292,Get Started with Vertex AI Studio with Google Cloud,https://www.udacity.com/course/introduction-to-generative-ai-studio-with-google-cloud--cd13292,Udacity,en-us,Build unique AI solutions using Vertex AI Studio. This course is perfect for developers ready to explore the artistic side of tech.,Vertex AI Studio,Beginner,Subscription,12700,Google Cloud Training,2025-06-24 13:53:44.335000+00:00,single course,2 hours,1,5,45,Other
cd13318,Large Language Models (LLMs) and Retrieval Augmented Generation (RAG),https://www.udacity.com/course/large-language-models-llms-and-retrieval-augmented-generation-rag--cd13318,Udacity,en-us,"Master Large Language Models (LLMs) and build sophisticated text generation applications in this hands-on course. You’ll master prompt engineering techniques, optimize model selection and costs, and dive deep into Retrieval-Augmented Generation (RAG), using vector databases to ground AI responses in external data and eliminate hallucinations. Finally, you’ll evaluate system performance with RAGAS and showcase your skills by building an end-to-end RAG application.","Retrieval-Augmented Generation, Large Language Models, LLM Analysis and Capabilities, Prompt Engineering",Intermediate,Subscription,12700,Eduardo Mota,2026-05-05 14:45:19.711000+00:00,single course,17 hours,30,4.7,887,Other
cd5224,Data Analysis and Visualization Fluency,https://www.udacity.com/course/data-analysis-and-visualization-fluency--cd5224,Udacity,en-us,"Learn about the data analysis process, key steps in data wrangling, basic data types, summary statistics, how to design good data visualizations, common types of charts and plots, and how to tell a story with your visuals.","Linear regression, Data fluency",Fluency,Subscription,12700,Not Listed,2025-12-10 03:21:41.398000+00:00,single course,5 hours,5,4.6,200,Data Analytics
cd12892,GitHub Copilot,https://www.udacity.com/course/github-copilot--cd12892,Udacity,en-us,"Copilot is a new service provided by GitHub that provides AI assistance to software engineers in their code editor. In this course, you'll get the opportunity to explore some of the ways Copilot can augment your development process. This course provides an overview of the technology that makes Copilot possible and you'll get the chance to practice with Copilot hands-on.",GitHub Copilot,Intermediate,Subscription,12700,David Harris,2023-11-28 20:09:05.891000+00:00,single course,3 hours,23,4.9,471,DevOps
nd144,Agile Software Developer,https://www.udacity.com/course/agile-software-development-nanodegree--nd144,Udacity,en-us,"Designed for future product managers, developers, and team leaders, this Nanodegree helps you refine how you build, learn Agile, master sprints, and merge into real-world workflows with ease.","Agile metrics, Sprint planning, Continuous improvement, Building agile teams, Sprint retrospectives, Big visible information radiator, Agile governance, Technical debt management, Backlog management, Product release planning, Product backlogs, Agile fluency, Product iteration planning, Project risk mitigation, Agile velocity, Minimal viable products, CI/CD, Acceptance criteria, Product roadmaps, Definition of done, Feature prioritization, Kanban, Scrum, Agile manifesto, Agile frameworks, Xp framework, Agile communication, User stories, Waterfall project management",Beginner,Subscription,12700,"Vincent High, Mark Ginise, Hasnain Rizvi",2025-07-01 15:23:50.382000+00:00,Nanodegree,56 hours,92,4.6,4176,Software Engineering
nd055,Digital Transformation for Business Leaders,https://www.udacity.com/course/digital-transformation-for-business-leaders--nd055,Udacity,en-us,"Modernize your organization’s operations and culture. Explore essential digital technologies, transformation models, and leadership strategies to build a comprehensive roadmap for sustainable, organization-wide innovation and long-term impact.","Digital transformation strategy, Organizational change management",Intermediate,Subscription,12700,Not Listed,2026-05-06 16:28:25.868000+00:00,Nanodegree,7 hours,5,4.8,168,Other
cd5233,Intro to Web Development Fluency,https://www.udacity.com/course/intro-to-web-development-fluency--cd5233,Udacity,en-us,"Discover how the web works by building your own pages from the ground up. Learn HTML fundamentals in this hands-on, beginner-friendly course that makes coding practical and approachable.","Web Development Fluency, HTML",Fluency,Subscription,12700,Not Listed,2025-08-11 13:35:54.772000+00:00,single course,7 hours,221,4.8,8887,Web Development
nd032,Intermediate JavaScript,https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Udacity,en-us,"The goal of this program is to prepare students for roles in web development, server-side application development, and desktop development that require advanced  JavaScript skills.","JavaScript promises, Object-oriented JavaScript, Functional JavaScript, JavaScript async/await, Functional programming concepts, Variable scope, Asynchronous JavaScript, Programming paradigms, Immutable data, Creational design patterns, Threading, JavaScript exception handling, Callbacks, Fetching data, JavaScript syntax, Redux, JavaScript object methods, Functional programming, Angularjs, The document object model, JavaScript variables, Arrays in JavaScript, IIFEs, JavaScript functions, JavaScript methods",Intermediate,Subscription,12700,"Richard Kalehoff, Rachel Manning, Alyssa Hope, Andrew Wong",2026-01-08 09:39:47.314000+00:00,Nanodegree,41 hours,140,4.4,3521,Web Development
cd1939,Agile Fluency,https://www.udacity.com/course/agile-fluency--cd1939,Udacity,en-us,"Elevate your Agile skills from theory to fluency. This course covers Agile values, team roles, and frameworks like Scrum and XP, preparing you to lead with confidence.","Agile fluency, Leadership styles",Fluency,Subscription,12700,Not Listed,2025-07-01 15:20:34.187000+00:00,single course,9 hours,2,5,67,Other
cd5226,Product Management Fluency,https://www.udacity.com/course/product-management-fluency--cd5226,Udacity,en-us,"This beginner-friendly course teaches the fundamentals of product management, focusing on identifying the right problems to solve, defining target users, communicating with stakeholders effectively, and crafting a clear product vision.",Product management basics,Fluency,Subscription,12700,Not Listed,2025-11-12 08:43:44.982000+00:00,single course,6 hours,6,4.8,244,Other
cd13764,AI Agents with LangChain and LangGraph,https://www.udacity.com/course/ai-agents-with-langchain-and-langgraph--cd13764,Udacity,en-us,"Master the design of AI-driven agents with LangChain and LangGraph. Automate workflows, implement RAG pipelines, and create interactive systems for knowledge management and application development.","AI Agents, Retrieval-Augmented Generation, LangGraph, LangChain",Intermediate,Subscription,12700,Henrique Santana,2026-03-31 13:11:14.609000+00:00,single course,15 hours,39,4.6,828,Other
nd043,Digital Project Management,https://www.udacity.com/course/digital-project-management-nanodegree--nd043,Udacity,en-us,"Prepare for a fast-growing career in digital project management. Learn to translate business needs into actionable plans, apply Agile and Waterfall methods, and drive results for diverse industries.","Cost-benefit analysis, Project risk mitigation, Scrum, S.M.A.R.T. goals, Requirements gathering, Professional portfolios, Project execution, Project status reporting, Project scoping, Project closure, Project scheduling, Strategic communication plans, Project initiation, Business KPIs, Knowledge sharing, Gantt charts, Waterfall project management, Project monitoring and control, Stakeholder analysis, Project management artifacts, Scrum boards, Project management frameworks, Agile frameworks, The Tuckman ladder, Project planning, STARI stories, Sprint planning, Software development lifecycle, Team development, Raci matrices",Beginner,Subscription,12700,Walyce Almeida,2025-10-08 12:58:43.730000+00:00,Nanodegree,22 hours,50,4.9,2365,Business & Management
nd0277,Data Engineering with Microsoft Azure,https://www.udacity.com/course/data-engineering-with-microsoft-azure-nanodegree--nd0277,Udacity,en-us,"Become an expert in cloud data engineering with this Nanodegree. Design scalable data architectures, build pipelines, and use Azure tools like Databricks and Synapse to drive powerful data insights.","PostgreSQL, Database normalization, Denormalized data schemas, Data modeling basics, Azure Data Factory, Data pipeline creation, Data pipeline maintenance, Azure pipelines, Data pipeline dags, Big data fluency, Databricks, Apache Spark, Data lakes, Data warehouse architecture, SQL databases in Azure, Database fundamentals, Infrastructure as code, Olap cubes, Cloud computing fluency, Data extraction, Azure blob storage, Azure portal, Azure Synapse Analytics, Online transactional processing models, AWS database services, Data definition language, Neo4j, NoSQL data models, Mongodb, Relational data models, Online analytical processing models, Document database schemas",Advanced,Subscription,12700,"Vishnu (Lucky) Pamula, Amanda Moran, Matt Swaffer, PhD",2026-04-23 12:39:17.164000+00:00,Nanodegree,56 hours,7,4.4,308,Database
cd14524,Building Agents,https://www.udacity.com/course/building-agents--cd14524,Udacity,en-us,"Build robust AI agents. Integrate tools via function calling, generate structured outputs with Pydantic, manage agent state, and utilize short-term and long-term memory. Create data-driven agents that interact with external APIs, search the web, query SQL databases, and perform agentic RAG for dynamic retrieval. Learn to evaluate agent performance for reliable, real-world applications.","Implementing API Integration for Agents, Implementing Single-agent RAG, Implementing AI Agent Evaluation, State Management for AI Agents, API Integration for Agents, Implementing Long-term Memory Management for AI Agents, Agent Tool Use, Database Interaction for AI Agents, Long-term Memory Management for AI Agents, Implementing Agent Memory, Implementing State Management for AI Agents, Agent Memory Design, Implementing Agent Tool Use, Web Search Integration & Data Retrieval for AI Agents, Evaluating AI Agents, Implementing Database Interaction for AI Agents, Implementing LLM Structured Outputs, Single-Agent Retrieval Augmented Generation, Implementing Web Search Integration and Data Retrieval for AI Agents, LLM Structured Outputs",Intermediate,Subscription,12700,Henrique Santana,2026-04-18 10:18:10.944000+00:00,single course,11 hours,288,4.6,13454,Other
nd081,Cloud Developer using Microsoft Azure,https://www.udacity.com/course/cloud-developer-using-microsoft-azure-nanodegree--nd081,Udacity,en-us,"Master cloud development with this Nanodegree on Microsoft Azure. Learn to build, deploy, migrate, and monitor applications while preparing for the AZ-204 certification through real-world projects.","Cloud migration, Cloud security in Azure, Microservices architecture basics, Azure monitor, Cloud cost management, SQL databases in Azure, Cloud observability, Azure automation, Azure app service, Azure logic apps, Azure event grid, Azure resource groups, Azure blob storage, Cloud resource allocation, Azure Compute Services, Microservices architecture design, Azure log analytics, Root cause analysis, Cloud availability, Azure autoscale, Azure batch, Azure database migration service, API security, Azure kubernetes service, Azure cosmosdb, Azure API endpoints, Azure container registry, Cloud computing fluency, Azure functions, Azure portal",Intermediate,Subscription,12700,"Ann K. Hoang, Nathan Anderson, Golois Mouelet, Chris Vasquez",2026-04-02 10:17:07.957000+00:00,Nanodegree,51 hours,45,4.3,1925,Cloud Computing
cd11524,Business Analytics Fluency,https://www.udacity.com/course/business-analytics-fluency--cd11524,Udacity,en-us,"In this course, you will learn fundamental topics of business analytics. You will learn how to use data to drive business decisions and solve business problems.","Linear regression, Business Analytics Fluency",Fluency,Subscription,12700,Not Listed,2024-01-08 20:23:37.960000+00:00,single course,6 hours,5,4.8,104,Data Analytics
nd082,Cloud DevOps using Microsoft Azure,https://www.udacity.com/course/cloud-devops-using-microsoft-azure-nanodegree--nd082,Udacity,en-us,"Merge cloud infrastructure with DevOps practices on Microsoft Azure. This Nanodegree program covers how to deploy, test, and monitor applications while mastering infrastructure as code, CI/CD pipelines, and quality assurance.","Software performance testing, Functional testing, Test environments, Logging, Cloud observability, Azure log analytics, Selenium, Integration testing, Infrastructure as code, Data validation, Azure monitor, CI/CD, Apache JMeter, Terraform, Postman, Test automation, Continuous improvement, Build automation, Trello, Agile methodologies, Pytest, Platform as a service, Continuous integration, Building agile teams, Azure app service, Root cause analysis, Project management, Github actions, Continuous deployment, Azure pipelines, Technical communication, Pylint, Gitops, Azure resource manager, Devops business context, Azure conditional access policies, Virtual machine management, Devops fluency, Azure user management, Microsoft Entra ID, Software project documentation, Cloud performance management, Azure CLI, Network security with Azure, Azure security center, Packer",Intermediate,Subscription,12700,"Erick Galinkin, Noah Gift, Nathan Anderson",2025-12-02 17:26:44.715000+00:00,Nanodegree,54 hours,82,4.3,3541,DevOps
nd00333,Machine Learning Engineer with Microsoft Azure,https://www.udacity.com/course/machine-learning-engineer-for-microsoft-azure-nanodegree--nd00333,Udacity,en-us,"Scale your ML solutions in the cloud. Use Azure Machine Learning Studio, SDK, AutoML, and Azure Pipelines to deploy and monitor models, mastering pipeline automation, Kubernetes security, and API management.","Azure ML user management, Azure data services, AI business context, Azure ML platform, Model deployment with Azure, Azure ML pipelines, Kubernetes security, API troubleshooting, REST APIs, Open neural network exchange, Hyperparameter tuning, Azure ML designer, Model interpretation, Azure ML sdk, Azure ML experiments, Model maintenance, Cloud asset management, Deployment testing, Azure kubernetes service, Swagger, Docker, Model evaluation, Kubernetes, ApacheBench, Azure ml automated ML",Intermediate,Subscription,12700,"Erick Galinkin, Noah Gift, Soham Chatterjee, Alfredo Deza",2025-11-14 06:46:56.886000+00:00,Nanodegree,40 hours,83,4.1,3173,Cloud Computing
cd0022,Business Metrics with Spreadsheets,https://www.udacity.com/course/introduction-to-data-analytics-for-business--cd0022,Udacity,en-us,"Turn spreadsheets into a powerful decision-making tool. This course covers how to interpret data, calculate essential business metrics, and visualize trends that reveal performance, opportunities, and strategic direction.","Scatter Plot Awareness, Growth metrics, Spreadsheet Navigation, Data visualization in spreadsheets, KPI Awareness, Lookups and Pivoting, Finance metrics, Line and Area Charts in Spreadsheets, Basic spreadsheet use, Tabular Data Awareness, Spreadsheet Operations, Efficiency Metrics, Data Relationships, Pie Charts in Spreadsheets, Spreadsheet Cell Referencing, Scatter Plots in Spreadsheets, Pie Chart Awareness, Business metrics, Customer Satisfaction Metrics, Bar and Column Charts in Spreadsheets, Function and Formula Syntax, Histograms in Spreadsheets, Bar and Column Chart Awareness, Spreadsheet functions, Data types, Histogram Awareness, Profitability Metrics, Date and Data Cleanup, Basic descriptive statistics, Line and Area Chart Awareness, Chart types, Chart Selection and Formatting in Spreadsheets, Innovation Metrics, Pivot tables, Data Summarization, Logic and Aggregation Formulas",Beginner,Subscription,12700,Jayden Ziegler,2025-12-05 08:27:27.202000+00:00,single course,11 hours,6,4.8,201,Data Analytics
nd037,Growth Product Manager,https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Udacity,en-us,"Level up your product management skills with this Nanodegree program. Apply data science to create product proposals, design scalable data infrastructures, optimize with A/B testing and cohort analysis, and master UX design principles to enhance user experiences.","Product monetization metrics, Product monetization strategy, Growth loops, Target personas, Premium value, Customer acquisition cost, Product monetization tactics, Product financial metrics, Product strategy, A/B testing, Cost per acquisition, Ux design principles, Product channel strategy, Growth metrics, Lifetime value, Customer retention tactics, Cohort analysis, Ux friction, Experiment design, Conversion rate, Activation metrics, User journey maps, Ice scoring model, Customer churn rate, Audience behavior tracking, User personas, Experiment metrics, AARRR Metrics Framework, Growth bottlenecks, Ansoff matrix, Product strategy business context, Project evaluation",Beginner,Subscription,12700,"Katherine Wu, Shiv Patel, Rizwan Ansary",2025-10-10 08:44:43.052000+00:00,Nanodegree,57 hours,44,4.6,1864,Data Analytics
cd0021,Introduction to SQL,https://www.udacity.com/course/introduction-to-sql--cd0021,Udacity,en-us,"Get a beginner-friendly introduction to SQL that covers querying, joins, aggregations, and data cleaning, with clear guidance on choosing the right commands and using query results to answer business questions.","SQL subqueries, SQL joins, SQL aggregations, SQL window functions, SQL queries, SQL query performance tuning, Data cleaning",Beginner,Subscription,12700,"Ziad Saab, David Elliott, Derek Steer, Malavica Sridhar",2026-02-08 15:08:09.305000+00:00,single course,18 hours,10,4.8,321,Data Analytics
cd0685,Machine Learning and AI for Business Leaders,https://www.udacity.com/course/machine-learning-and-ai-for-business-leaders--cd0685,Udacity,en-us,"The goal of the Machine Learning and AI for Business Leaders course is to equip business leaders and senior decision-makers with the foundational knowledge needed to assess, lead, and support AI/ML initiatives in their organizations. Unlike more technical or product-focused programs, this course focuses on strategic understanding, evaluation, and organizational alignment—helping leaders build confidence, avoid pitfalls, and champion responsible and effective AI/ML use.","Machine learning fluency, Beta testing, Machine learning dataset fundamentals, Machine learning system architectures, Machine learning use cases, Product storyboarding, Product proposals, Model performance metrics, AI business context, Dataset annotation, AI fluency, Machine learning experiments, Iterative product design, Overfitting prevention, Deep learning fluency, Reinforcement learning applications, Ethical AI, Product roadmaps",Intermediate,Subscription,12700,"Jasmine Lawrence Campbell, Anurag Srivastava, Brad Nemer",2026-05-05 12:19:33.130000+00:00,single course,7 hours,4,5,159,Artificial Intelligence
cd13152,How to Write a Cover Letter to Get Hired,https://www.udacity.com/course/craft-your-cover-letter--cd13152,Udacity,en-us,"In today's job market, a well-crafted cover letter is not a mere accessory, but a powerful tool that can make a difference. Learn more about how to use your cover letter to tell a compelling story, and submit your cover letter to be reviewed by our industry experts who will give you personalized feedback on how to highlight your unique skills and make a strong case for why you're the perfect fit for a role.","Cover letters, External communications, Communication strategies, Career success",Beginner,Subscription,12700,Melanie Mitchell,2025-06-03 19:02:52.008000+00:00,single course,3 hours,2,5,98,Other
nd064,Cloud Native Application Architecture,https://www.udacity.com/course/cloud-native-architecture-nanodegree--nd064,Udacity,en-us,"Become an expert in cloud-native application architecture. Gain real-world skills in building, securing, and monitoring scalable apps using industry-standard tools like Prometheus, Jaeger, ArgoCD, gRPC, and Grafana.","Cloud observability, Stride framework, Microservices security, Refactoring from a monolith, Kubernetes security, Docker security, Cis benchmarks, Prometheus, Jaeger, Application tracing, Grafana, Message passing, Grpc, Cloud communication protocols, REST APIs, Cloud architecture model types, Kubernetes, Cloud computing fluency, Argo cd, Shift-left testing, Microservices hardening test plans, Image signing, Trivy, Runtime security monitoring, Kube-bench, Docker-bench, Nist nvd, Image layer analysis, Sysdig falco, Cybersecurity incident response playbooks, Owasp top-10, Grype, Software composition analysis, Application code vulnerabilities, Image hardening, Syft, Site reliability metrics, Observability dashboards, Message queues, Strangler pattern, Kafka basics, Cloud dependency maps, Cloud migration strategy, OpenAPI, Platform as a service, Cloud foundry, Template manifests, Helm, Github actions, CI/CD, Declarative manifests, Application development best practices, Docker",Intermediate,Subscription,12700,"Justin Lee, Nick Reva, Katie Gamanji, Jay Smith",2026-04-29 10:13:51.016000+00:00,Nanodegree,72 hours,51,4.7,1103,Cloud Computing
cd5231,Digital Project Management Fluency,https://www.udacity.com/course/digital-project-management-fluency--cd5231,Udacity,en-us,"In this course, you will learn some essential and fundamental topics of digital project management. You will learn what is digital project management, when to use it, how it came to be, the business justifications of digital projects, common digital project management methodologies, and the five stages of the digital project management lifecycle.","Leadership styles, Digital Project Management Fluency",Fluency,Subscription,12700,Not Listed,2022-09-08 23:50:35.302000+00:00,single course,9 hours,2,5,99,Business & Management
cd12590,Data Modeling Fluency,https://www.udacity.com/course/data-modeling-fluency--cd12590,Udacity,en-us,"Perfect for beginners, this course introduces relational and NoSQL databases, schemas, and normalization while providing a high-level overview of big data systems that manage today’s massive datasets.",Data Modeling Fluency,Fluency,Subscription,12700,Not Listed,2025-12-28 23:18:29.141000+00:00,single course,9 hours,1,3,40,Database
